area;ciudad;conglomerado;panelm;vivienda;hogar;p01;p02;p03;p04;p05a;p05b;p06;p07;p08;p081;p085;p09;p10a;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p232;p233;p24;p25;p26;p27;p28;p29;p29a;p30;p31;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p421;p422;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p61b1;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;sp01;sp02a;sp02b;sp02c;sp02d;sp02e;sp02f;sp02g;sp02h;sp02i;sp02j;sp02k;sp02l;sp02m;sp02n;ced01a;estrato;fexp;nnivins;ingrl;ingpc;pobreza;epobreza;condact;empleo;desempleo;secemp;grupo1;rama1;upm;id_vivienda;id_hogar;id_persona;periodo
2;30355;900302;022;03;1;15;1;7;5;10;10; ;1;1;1;4; ;5;1;2; ; ;6;2;30150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;15;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0321;1581,36964460514;3; ;63,8571428571429;1;0;0; ; ; ; ; ;030355900302;03035590030202203;030355900302022031;03035590030202203115;202206
2;30355;900302;022;03;1;16;2;5;5;10;10; ;2; ; ; ;17;1; ;2; ; ;6;2;30150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0321;1581,36964460514;1; ;63,8571428571429;1;0;0; ; ; ; ; ;030355900302;03035590030202203;030355900302022031;03035590030202203116;202206
2;30355;900302;022;03;1;17;1;3;5;10;10; ; ; ; ; ; ; ; ; ; ; ; ;2;30150; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0321;1581,36964460514; ; ;63,8571428571429;1;0;0; ; ; ; ; ;030355900302;03035590030202203;030355900302022031;03035590030202203117;202206
2;30355;900302;022;03;1;18;1;3;5;10;10; ; ; ; ; ; ; ; ; ; ; ; ;2;30150; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0321;1581,36964460514; ; ;63,8571428571429;1;0;0; ; ; ; ; ;030355900302;03035590030202203;030355900302022031;03035590030202203118;202206
2;30355;900302;022;03;1;19;1;0;5;10;10; ; ; ; ; ; ; ; ; ; ; ; ;2;30150; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0321;1581,36964460514; ; ;63,8571428571429;1;0;0; ; ; ; ; ;030355900302;03035590030202203;030355900302022031;03035590030202203119;202206
2;30355;900302;022;03;1;20;2;0;7;10;10; ; ; ; ; ; ; ; ; ; ; ; ;2;30150; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;0321;1581,36964460514; ; ;63,8571428571429;1;0;0; ; ; ; ; ;030355900302;03035590030202203;030355900302022031;03035590030202203120;202206
2;30355;900302;022;03;1;21;1;17;9;10;10;5;2; ; ; ;5;5;9;1; ; ;6;2;30150;1;1; ; ; ; ; ;30;1; ;3;1;12; ;4;4; ; ; ; ; ; ; ; ;141;9212;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;11;1;3;3;2;1;30; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;8;8;99;6;99;7;99;7;4;6;4;7;99;99;1;0321;1581,36964460514;3; ;63,8571428571429;1;0;5;1; ;2;9;1;030355900302;03035590030202203;030355900302022031;03035590030202203121;202206
2;30355;900302;022;04;1;01;1;68;1;3;10;1;2; ; ; ;1;4;1;2; ; ;1;1; ;1;1; ; ; ; ; ;35;1; ;4; ; ;5; ; ; ; ; ; ; ; ; ; ;141;6121;6;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ;50;10;1;3;3;1;1;35; ; ; ; ; ; ; ; ; ; ; ;5;400;1;120;30; ; ; ; ; ; ; ;2; ;1;100;2; ;1;100;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;99;7;8;5;5;6;99;7;5;7;5;5;99;99;1;0321;1581,36964460514;3;490;265;0;0;1;1; ;1;6;1;030355900302;03035590030202204;030355900302022041;03035590030202204101;202206
2;30355;900302;022;04;1;02;2;67;2;3;10;1;2; ; ; ;1;4;4;1; ; ;1;1; ;2;1; ; ; ; ; ;15;1; ;4; ; ;3; ; ; ; ; ; ; ; ; ; ;141;9212;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;50;10;1;3;3;1;1;15; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;100;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;99;8;8;5;5;7;99;8;6;8;6;7;99;99;1;0321;1581,36964460514;3; ;265;0;0;5;1; ;1;9;1;030355900302;03035590030202204;030355900302022041;03035590030202204102;202206
2;30355;900302;022;04;1;03;1;16;5;10;10;6;1;1;1;4; ;5;9;1; ; ;6;2;30350;2;1; ; ; ; ; ;4;1; ;4; ; ;2; ; ; ; ; ; ; ; ; ; ;141;9212;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;10;1;3;3;1;1;4; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;5;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;99;7;99;5;99;8;99;7;6;99;5;7;99;8;1;0321;1581,36964460514;3; ;265;0;0;5;1; ;1;9;1;030355900302;03035590030202204;030355900302022041;03035590030202204103;202206
2;30355;900302;022;05;1;01;1;65;1;3;10;1;2; ; ; ;11;4;1;1; ; ;1;1; ;3;1; ; ; ; ; ;40; ;1;2;1;20; ;1;4; ; ; ; ; ; ; ; ;150;6130;6;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ;50;10;1;3;3;2;2;24;16;0;111;6111;4; ;11;1;2;3;2;5;170;1;80;25; ; ; ; ;60;2; ;2; ;1;100;1;50;2; ;1;50;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;99;8;7;2;2;8;8;8;6;7;3;7;3;2;1;0321;1581,36964460514;3;285;150,25;0;0;3;1; ;2;6;1;030355900302;03035590030202205;030355900302022051;03035590030202205101;202206
2;30355;900302;022;05;1;02;2;68;2;3;10;1;2; ; ; ;1;4;1;2; ; ;6;1; ;2;1; ; ; ; ; ;10;6; ;4; ; ;3; ; ; ; ; ; ; ; ; ; ;150;9213;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;40;10;1;3;3;2;1;10; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;50;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;99;10;99;4;5;8;99;10;4;8;5;8;99;99;1;0321;1581,36964460514;3; ;150,25;0;0;5;1; ;2;9;1;030355900302;03035590030202205;030355900302022051;03035590030202205102;202206
2;30355;900302;022;05;1;03;2;43;3;10;10;6;2; ; ; ;11;4;6;1; ; ;1;1; ;3;1; ; ; ; ; ;24;2; ;2;1;20; ;1;4; ; ; ; ; ; ; ; ;150;9213;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;30;10;1;3;3;2;1;24; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;60;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;99;7;99;2;3;7;99;9;6;7;0;5;99;99;1;0321;1581,36964460514;3; ;150,25;0;0;2;1; ;2;9;1;030355900302;03035590030202205;030355900302022051;03035590030202205103;202206
2;30355;900302;022;05;1;04;2;10;5;10;10; ;1;1;1;4; ;5;5;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;6;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0321;1581,36964460514;3; ;150,25;0;0;0; ; ; ; ; ;030355900302;03035590030202205;030355900302022051;03035590030202205104;202206
2;30355;900302;022;06;1;01;2;65;1;3;10;1;2; ; ; ;1;4;2;1; ; ;1;2;60550;1;1; ; ; ; ; ;15;1; ;4; ; ;3; ; ; ; ; ; ; ; ; ; ;150;9212;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;48;10;1;3;3;2;1;15; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;100;1;100;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;99;8;99;5;5;6;99;6;4;6;6;6;99;99;1;0321;1581,36964460514;3; ;85;1;0;5;1; ;2;9;1;030355900302;03035590030202206;030355900302022061;03035590030202206101;202206
2;30355;900302;022;06;1;02;1;55;2;10;10;1;2; ; ; ;1;4;6;1; ; ;1;1; ;2;1; ; ; ; ; ;28;1; ;2;1;12; ;4;4; ; ; ; ; ; ; ; ;150;6330;6;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ;36;10;1;3;3;2;1;28; ; ; ; ; ; ; ; ; ; ; ;5;0;1;150;10; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;99;8;99;5;5;6;99;7;6;99;4;6;99;99;1;0321;1581,36964460514;3;140;85;1;0;2;1; ;2;6;1;030355900302;03035590030202206;030355900302022061;03035590030202206102;202206
2;30355;900302;022;06;1;03;2;35;3;3;10;6;2; ; ; ;7;4;6;1; ; ;1;1; ;1;1; ; ; ; ; ;15;9; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;150;9212;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;10;1;3;3;2;1;15; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;1;0321;1581,36964460514;3; ;85;1;0;5;1; ;2;9;1;030355900302;03035590030202206;030355900302022061;03035590030202206103;202206
2;30355;900302;022;06;1;04;2;4;5;3;10; ; ; ; ; ; ; ; ; ; ; ; ;2;30350; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0321;1581,36964460514; ; ;85;1;0;0; ; ; ; ; ;030355900302;03035590030202206;030355900302022061;03035590030202206104;202206
2;30355;900302;022;07;1;01;1;86;1;3;10;4;2; ; ; ;1;1; ;2; ; ;1;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;100;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;99;8;99;5;5;99;99;9;4;7;99;8;99;9;1;0321;1581,36964460514;1; ;114,5;0;0;9; ; ; ; ; ;030355900302;03035590030202207;030355900302022071;03035590030202207101;202206
2;30355;900302;022;07;1;02;2;52;3;10;10;6;2; ; ; ;11;4;6;1; ; ;1;1; ;2;1; ; ; ; ; ;21;1; ;2;1;20; ;7; ; ; ; ; ; ; ; ; ;141;6121;6;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ;40;10;1;2;3;2;1;21; ; ; ; ; ; ; ; ; ; ; ;5;378;1;30;100; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;50;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;99;8;99;6;5;99;99;10;4;7;4;8;99;10;1;0321;1581,36964460514;3;308;114,5;0;0;2;1; ;2;6;1;030355900302;03035590030202207;030355900302022071;03035590030202207102;202206
2;30355;900302;022;07;1;03;1;50;3;3;10;6;2; ; ; ;3;4;6;1; ; ;1;1; ;2;1; ; ; ; ; ;21;1; ;4; ; ;3; ; ; ; ; ; ; ; ; ; ;141;9212;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;35;10;1;2;3;2;1;21; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;6;8;99;6;4;8;99;9;5;7;4;7;99;99;1;0321;1581,36964460514;3; ;114,5;0;0;5;1; ;2;9;1;030355900302;03035590030202207;030355900302022071;03035590030202207103;202206
2;30355;900302;022;07;1;04;2;45;3;3;10;6;2; ; ; ;11;4;6;1; ; ;1;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;99;8;8;6;6;8;99;9;5;8;5;7;99;99;1;0321;1581,36964460514;3; ;114,5;0;0;9; ; ; ; ; ;030355900302;03035590030202207;030355900302022071;03035590030202207104;202206
2;30355;900802;036;01;1;01;2;33;1;10;10;3;2; ; ; ;3;4;6;1; ; ;6;1; ;1;1; ; ; ; ; ;24;1; ;4; ; ;1; ; ; ; ; ; ; ; ; ; ;113;6111;4; ; ; ;6;2;2;2;2;2;2;2;2;2;2;2;20;11;1;3;3;2;1;24; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;48;0;2; ; ; ; ;2; ;2; ;1;150;2; ;1;50;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;99;4;99;3;4;5;99;5;3;6;3;8;4;2;1;0322;825,648089037346;3;48;67;1;0;4;1; ;2;6;1;030355900802;03035590080203601;030355900802036011;03035590080203601101;202206
2;30355;900802;036;01;1;02;2;13;3;10;10;6;1;1;2;4; ;5;7;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;10;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0322;825,648089037346;3; ;67;1;0;0; ; ; ; ; ;030355900802;03035590080203601;030355900802036011;03035590080203601102;202206
2;30355;900802;036;01;1;03;2;11;3;10;10; ;1;1;1;4; ;5;5;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;10;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0322;825,648089037346;3; ;67;1;0;0; ; ; ; ; ;030355900802;03035590080203601;030355900802036011;03035590080203601103;202206
2;30355;900802;036;01;1;04;2;1;3;10;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0322;825,648089037346; ; ;67;1;0;0; ; ; ; ; ;030355900802;03035590080203601;030355900802036011;03035590080203601104;202206
2;30355;900802;036;02;1;01;1;37;1;1;5;1;2; ; ; ;5;9;3; ;1;20710303;6;2;30350;2;1; ; ; ; ; ;40; ;1;4; ; ;4; ; ; ; ; ; ; ; ; ; ;3510;3113;1; ; ; ;1;1;2;2;1;1;1;1;2;1;1;1;15;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;800;130;1;130; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;9;8;8;8;7;8;7;8;6;8;4;8;7;5;1;0322;825,648089037346;5;1060;372;0;0;1;1; ;1;3;4;030355900802;03035590080203602;030355900802036021;03035590080203602101;202206
2;30355;900802;036;02;1;02;2;36;2;5;10;1;2; ; ; ;15;6;3; ; ; ;6;2;30150;2;1; ; ; ; ; ;20;1; ;4; ; ;1; ; ; ; ; ; ; ; ; ; ;141;6320;6;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ;15;10;1;2;3;2;2;12;8;0;113;9211;8; ;11;1;3;3;2;5;0;1;60;10; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;9;8;99;6;5;8;99;8;5;8;6;6;99;99;1;0322;825,648089037346;3;50;372;0;0;4;1; ;2;6;1;030355900802;03035590080203602;030355900802036021;03035590080203602102;202206
2;30355;900802;036;02;1;03;1;16;3;1;5;6;1;1;2;4; ;5;10;1; ; ;6;2;30150;2;1; ; ; ; ; ;4;9; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;141;9212;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;10;1;2;3;2;1;4; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;6;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;99;8;99;8;99;8;6;7;6;7;5;7;7;8;1;0322;825,648089037346;3; ;372;0;0;5;1; ;2;9;1;030355900802;03035590080203602;030355900802036021;03035590080203602103;202206
2;30355;900802;036;03;1;01;1;59;1;3;10;1;2; ; ; ;5;4;6;1; ; ;6;1; ;2;1; ; ; ; ; ;56; ;1;4; ; ;3; ; ; ; ; ; ; ; ; ; ;4100;7112;4; ; ; ;6;2;2;2;2;2;2;2;2;2;2;2;30;2;1;2;3;2;2;40;16;0;150;9213;7; ;10;1;2;3;2;3; ; ; ; ;400;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;99;5;99;3;3;8;99;3;4;5;3;5;99;99;1;0322;825,648089037346;3;400;292,5;0;0;4;1; ;2;7;6;030355900802;03035590080203603;030355900802036031;03035590080203603101;202206
2;30355;900802;036;03;1;02;2;61;2;3;10;1;2; ; ; ;11;4;6;1; ; ;6;1; ;1;1; ; ; ; ; ;14;1; ;4; ; ;3; ; ; ; ; ; ; ; ; ; ;150;6330;6;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ;48;10;1;2;3;2;1;14; ; ; ; ; ; ; ; ; ; ; ;5;30;1;215;60; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;99;7;99;6;4;6;6;99;3;7;4;7;4;4;1;0322;825,648089037346;3;185;292,5;0;0;4;1; ;2;6;1;030355900802;03035590080203603;030355900802036031;03035590080203603102;202206
2;30355;900802;036;04;1;01;1;47;1;3;10;1;2; ; ; ;5;6;5; ; ; ;6;1; ;2;1; ; ; ; ; ;20;1; ;2;1;20; ;1;4; ; ; ; ; ; ; ; ;141;6121;6;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ;35;10;1;2;3;2;1;20; ; ; ; ; ; ; ; ; ; ; ;3;120;1;20;40; ; ; ; ; ; ; ;2; ;2; ;1;60;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5;5;99;5;5;8;5;7;3;6;4;99;4;3;1;0322;825,648089037346;4;100;54,6666666666667;1;0;2;1; ;2;6;1;030355900802;03035590080203604;030355900802036041;03035590080203604101;202206
2;30355;900802;036;04;1;02;2;42;2;3;10;1;2; ; ; ;3;4;6;1; ; ;6;1; ;1;1; ; ; ; ; ;20;1; ;2;1;20; ;1;4; ; ; ; ; ; ; ; ;141;9212;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;30;10;1;2;3;2;1;20; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;99;7;99;3;5;8;4;6;3;7;5;8;3;4;1;0322;825,648089037346;3; ;54,6666666666667;1;0;2;1; ;2;9;1;030355900802;03035590080203604;030355900802036041;03035590080203604102;202206
2;30355;900802;036;04;1;03;2;12;3;3;10;6;1;1;2;4; ;5;6;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;4;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0322;825,648089037346;3; ;54,6666666666667;1;0;0; ; ; ; ; ;030355900802;03035590080203604;030355900802036041;03035590080203604103;202206
2;30355;900802;036;05;1;01;2;68;1;3;10;4;2; ; ; ;1;4;4;1; ; ;6;1; ;1;1; ; ; ; ; ;42; ;1;4; ; ;3; ; ; ; ; ; ; ; ; ; ;150;6130;6;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ;50;10;1;2;3;2;1;42; ; ; ; ; ; ; ; ; ; ; ;3;180;1;110;30; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;99;7;99;5;3;7;99;7;5;8;99;7;99;99;1;0322;825,648089037346;3;260;130;0;0;4;1; ;2;6;1;030355900802;03035590080203605;030355900802036051;03035590080203605101;202206
2;30355;900802;036;05;1;02;1;40;3;10;10;6;2; ; ; ;5;4;6;1; ; ;6;1; ;1;1; ; ; ; ; ;44; ;1;4; ; ;5; ; ; ; ; ; ; ; ; ; ;150;9213;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;25;10;1;2;3;2;1;44; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;99;9;99;8;99;7;99;5;5;8;5;6;99;99;1;0322;825,648089037346;3; ;130;0;0;5;1; ;2;9;1;030355900802;03035590080203605;030355900802036051;03035590080203605102;202206
2;30355;900802;036;06;1;01;2;46;1;10;10;1;2; ; ; ;11;6;2; ; ; ;1;1; ;1;1; ; ; ; ; ;20;1; ;2;1;20; ;7; ; ; ; ; ; ; ; ; ;150;6130;6;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ;30;10;1;2;3;2;1;20; ; ; ; ; ; ; ; ; ; ; ;5;60;1;50;25; ; ; ; ; ; ; ;2; ;2; ;2; ;1;500;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;99;5;99;4;4;8;5;8;2;7;2;6;5;4;1;0322;825,648089037346;3;85;252,5;0;0;2;1; ;2;6;1;030355900802;03035590080203606;030355900802036061;03035590080203606101;202206
2;30355;900802;036;06;1;02;1;28;3;10;10;6;2; ; ; ;5;6;6; ; ; ;6;1; ;1;1; ; ; ; ; ;54; ;1;2;1;10; ;1;4; ; ; ; ; ; ; ; ;4752;5223;2; ; ; ;3;2;2;2;2;2;2;2;2;2;2;2;8;1;1;5;2;1;2;40;14;0;150;9211;7; ;10;1;2;3;2;5; ; ; ; ;425;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;8;6;9;4;3;8;3;7;3;6;2;7;5;4;1;0322;825,648089037346;4;425;252,5;0;0;1;1; ;1;5;7;030355900802;03035590080203606;030355900802036061;03035590080203606102;202206
