area;ciudad;conglomerado;panelm;vivienda;hogar;p01;p02;p03;p04;p05a;p05b;p06;p07;p08;p081;p085;p09;p10a;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p232;p233;p24;p25;p26;p27;p28;p29;p29a;p30;p31;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p421;p422;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p61b1;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;sp01;sp02a;sp02b;sp02c;sp02d;sp02e;sp02f;sp02g;sp02h;sp02i;sp02j;sp02k;sp02l;sp02m;sp02n;ced01a;estrato;fexp;nnivins;ingrl;ingpc;pobreza;epobreza;condact;empleo;desempleo;secemp;grupo1;rama1;upm;id_vivienda;id_hogar;id_persona;periodo
1;170155;027601;036;02;1;03;2;32;3;1;10;6;2; ; ; ;2;9;5; ;1;30710201;6;2;170150;1;1; ; ; ; ; ;40; ;1;4; ; ;5; ; ; ; ; ; ; ; ; ; ;7490;2143;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;5;1;1;8;2;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;750;70;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6;7;6;4;4;6;5;5;6;6;4;5;6;5;1;1713;2886,96158867183;5;820;430;0;0;1;1; ;1;2;13;170155027601;17015502760103602;170155027601036021;17015502760103602103;202206
1;170155;027601;036;02;1;04;2;21;3;10;10;6;1;5;3;1; ;9;2; ;2; ;6;2;170150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;7;7;6;4;4;5;6;6;5;5;5;5;6;6;1;1713;2886,96158867183;5; ;430;0;0;9; ; ; ; ; ;170155027601;17015502760103602;170155027601036021;17015502760103602104;202206
1;170155;027601;036;03;1;01;1;34;1;10;10;5;2; ; ; ;5;4;6;1; ; ;6;1; ;1;2;12;1;3;2;1;40; ;1;2;1;20; ;7; ; ; ; ; ; ; ; ; ;3100;7522;2; ; ; ;3;2;2;2;2;2;2;2;2;2;2;2;20;1;1;3;2;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;480;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6;9;6;0;0;6;0;7;6;0;0;0;3;2;1;1713;2886,96158867183;3;480;164,8;0;0;1;1; ;2;7;3;170155027601;17015502760103603;170155027601036031;17015502760103603101;202206
1;170155;027601;036;03;1;02;2;37;2;1;10;5;2; ; ; ;5;4;6;1; ; ;6;1; ;1;1; ; ; ; ; ;30;1; ;4; ; ;1; ; ; ; ; ; ; ; ; ; ;9700;9121;10; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;7;8;1;1; ; ;1;30; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;300;31;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;7;7;7;0;0;8;0;7;6;0;0;0;3;3;1;1713;2886,96158867183;3;331;164,8;0;0;4;1; ;3;9;20;170155027601;17015502760103603;170155027601036031;17015502760103603102;202206
1;170155;027601;036;03;1;03;2;14;3;1;10;6;1;2;1;4; ;5;9;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;5;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1713;2886,96158867183;3; ;164,8;0;0;0; ; ; ; ; ;170155027601;17015502760103603;170155027601036031;17015502760103603103;202206
1;170155;027601;036;03;1;04;2;12;3;1;10;6;1;1;1;4; ;5;6;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;5;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1713;2886,96158867183;3; ;164,8;0;0;0; ; ; ; ; ;170155027601;17015502760103603;170155027601036031;17015502760103603104;202206
1;170155;027601;036;03;1;05;1;6;3;1;10; ;1;1;1;4; ;5;1;2; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;3;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1713;2886,96158867183;3; ;164,8;0;0;0; ; ; ; ; ;170155027601;17015502760103603;170155027601036031;17015502760103603105;202206
1;170155;027601;036;04;1;01;1;30;1;1;10;5;2; ; ; ;11;6;6; ; ; ;6;2;130450;1;1; ; ; ; ; ;40; ;1;2;1;10; ;1;4; ; ; ; ; ; ; ; ;8010;5414;2; ; ; ;3;2;2;2;1;2;1;2;2;2;1;1;6;1;1;30;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;450;45;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;7;8;8;7;8;4;6;5;5;6;6;6;6;4;1;1713;2886,96158867183;4;495;165;0;0;1;1; ;1;5;14;170155027601;17015502760103604;170155027601036041;17015502760103604101;202206
1;170155;027601;036;04;1;02;2;24;2;10;10;5;2; ; ; ;11;7;3; ; ; ;6;2;130450;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;5;4;3;3;4;4;3;3;3;3;3;2;3;2;1;1713;2886,96158867183;4; ;165;0;0;9; ; ; ; ; ;170155027601;17015502760103604;170155027601036041;17015502760103604102;202206
1;170155;027601;036;04;1;03;1;5;3;1;10; ;1;1;1;4; ;5;0;2; ; ;6;2;130450;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1713;2886,96158867183;3; ;165;0;0;0; ; ; ; ; ;170155027601;17015502760103604;170155027601036041;17015502760103604103;202206
1;170155;027601;036;05;1;01;1;44;1;1;10;5;2; ; ; ;5;6;6; ; ; ;7;3;170;1;1; ; ; ; ; ;84; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8010;5414;2; ; ; ;3;2;2;2;1;2;1;2;2;2;1;1;3;1;2; ; ; ;1;84; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;520;60;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;3;8;4;10;10;8;99;5;5;0;0;0;10;10;1;1713;2886,96158867183;4;580;195;0;0;1;1; ;1;5;14;170155027601;17015502760103605;170155027601036051;17015502760103605101;202206
1;170155;027601;036;05;1;02;2;38;2;10;10;5;2; ; ; ;8;6;6; ; ; ;6;3;862;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;99;5;99;10;10;8;7;99;5;0;0;0;5;99;2;1713;2886,96158867183;4; ;195;0;0;9; ; ; ; ; ;170155027601;17015502760103605;170155027601036051;17015502760103605102;202206
1;170155;027601;036;05;1;03;2;12;7;10;10;6;1;2;1;4; ;5;7;1; ; ;6;3;862;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;5;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1713;2886,96158867183;3; ;195;0;0;0; ; ; ; ; ;170155027601;17015502760103605;170155027601036051;17015502760103605103;202206
1;170155;027601;036;06;1;01;2;37;1;1;10;1;2; ; ; ;5;9;4; ;1;30910301;2;2;100351;2;1; ; ; ; ; ;40; ;1;4; ; ;5; ; ; ; ; ; ; ; ; ; ;8620;2221;1; ; ; ;3;2;2;2;1;2;1;2;2;2;1;1;4;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;680;70;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;1;6;3;2;1;1;1;7;1;7;3;2;1;1713;2886,96158867183;5;750;220;0;0;1;1; ;1;2;17;170155027601;17015502760103606;170155027601036061;17015502760103606101;202206
1;170155;027601;036;06;1;02;1;39;2;10;10;1;2; ; ; ;11;6;6; ; ; ;2;2;100151;2;1; ; ; ; ; ;30;8; ;4; ; ;5; ; ; ; ; ; ; ; ; ; ;4922;8322;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;1;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5;230;2; ;100; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;4;4;4;5;3;3;3;3;3;3;2;4;4;1;1713;2886,96158867183;4;130;220;0;0;4;1; ;2;8;8;170155027601;17015502760103606;170155027601036061;17015502760103606102;202206
1;170155;027601;036;06;1;03;1;15;3;1;10;6;1;1;3;4; ;5;9;1; ; ;2;2;100450;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1713;2886,96158867183;3; ;220;0;0;9; ; ; ; ; ;170155027601;17015502760103606;170155027601036061;17015502760103606103;202206
1;170155;027601;036;06;1;04;2;9;3;1;10; ;1;1;3;4; ;5;3;1; ; ;2;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1713;2886,96158867183;3; ;220;0;0;0; ; ; ; ; ;170155027601;17015502760103606;170155027601036061;17015502760103606104;202206
1;170155;027601;036;07;1;01;1;39;1;1;5;1;2; ; ; ;2;10;2; ;1;50410301;6;2;170150;1;1; ; ; ; ; ;24;8; ;4; ; ;1; ; ; ; ; ; ; ; ; ; ;7490;1311;2; ; ; ;2;2;2;2;1;2;1;1;2;2;1;1;5;1;1;6;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1500;200;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;7;5;5;5;5;5;5;1;7;1;5;1;1;1;1713;2886,96158867183;5;1700;750;0;0;1;1; ;1;1;13;170155027601;17015502760103607;170155027601036071;17015502760103607101;202206
1;170155;027601;036;07;1;02;2;38;2;1;5;1;2; ; ; ;2;9;5; ;1;30810106;6;2;170150;1;1; ; ; ; ; ;40; ;1;4; ; ;1; ; ; ; ; ; ; ; ; ; ;4669;1221;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;8;1;1;10;2;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1200;100;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;6;6;6;5;5;6;6;5;5;6;4;5;6;6;1;1713;2886,96158867183;5;1300;750;0;0;1;1; ;1;1;7;170155027601;17015502760103607;170155027601036071;17015502760103607102;202206
1;170155;027601;036;07;1;03;1;13;3;1;5;6;1;1;3;4; ;5;7;1; ; ;6;2;170150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1713;2886,96158867183;3; ;750;0;0;0; ; ; ; ; ;170155027601;17015502760103607;170155027601036071;17015502760103607103;202206
1;170155;027601;036;07;1;04;1;11;3;1;5; ;1;1;3;4; ;5;5;1; ; ;6;2;170150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1713;2886,96158867183;3; ;750;0;0;0; ; ; ; ; ;170155027601;17015502760103607;170155027601036071;17015502760103607104;202206
1;170155;038802;022;01;1;01;1;43;1;10;10;1;2; ; ; ;2;8;1; ;2; ;6;2;100150;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;7310;3339;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;22;6;1;1;2;1;1;40; ; ; ; ; ; ; ; ; ; ; ;5;400;2; ;200; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;8;8;7;4;4;6;2;4;4;7;1;7;4;4;1;1712;379,902756741994;5;200;400;0;0;4;1; ;1;3;13;170155038802;17015503880202201;170155038802022011;17015503880202201101;202206
1;170155;038802;022;01;1;02;2;39;2;1;10;1;2; ; ; ;2;9;5; ;1;30410302;6;1; ;1;1; ; ; ; ; ;40; ;1;4; ; ;4; ; ; ; ; ; ; ; ; ; ;6419;3312;1; ; ; ;3;2;2;2;1;2;1;2;2;2;1;1;20;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;900;100;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;3;7;2;2;7;3;4;7;7;4;6;7;5;1;1712;379,902756741994;5;1000;400;0;0;1;1; ;1;3;11;170155038802;17015503880202201;170155038802022011;17015503880202201102;202206
1;170155;038802;022;01;1;03;2;15;3;1;10;6;1;1;3;4; ;5;10;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1712;379,902756741994;3; ;400;0;0;9; ; ; ; ; ;170155038802;17015503880202201;170155038802022011;17015503880202201103;202206
1;170155;038802;022;02;1;01;2;44;1;10;10;3;2; ; ; ;2;9;4; ;1;30110401;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;7;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;1;1712;379,902756741994;5; ;233,333333333333;0;0;9; ; ; ; ; ;170155038802;17015503880202202;170155038802022021;17015503880202202101;202206
1;170155;038802;022;02;1;02;2;25;3;10;10;6;2; ; ; ;3;7;3; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;8;12; ; ; ;1;5;12;5610;9412;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2;2;1;1;2;2;2;2;2;2;2;2;7;7;7;7;3;2;7;4;7;5;7;3;7;7;7;1;1712;379,902756741994;4; ;233,333333333333;0;0;7; ;1; ; ; ;170155038802;17015503880202202;170155038802022021;17015503880202202102;202206
1;170155;038802;022;02;1;03;1;23;3;1;10;6;1;3;3;4; ;9;2; ;2; ;6;1; ;3;1; ; ; ; ; ;40; ;1;4; ; ;5; ; ; ; ; ; ; ; ; ; ;4530;5223;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;2;1;1;5;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;630;70;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;7;9;7;2;1;7;4;7;7;7;3;7;7;3;1;1712;379,902756741994;5;700;233,333333333333;0;0;1;1; ;1;5;7;170155038802;17015503880202202;170155038802022021;17015503880202202103;202206
1;170155;038802;022;03;1;01;1;55;1;1;5;1;2; ; ; ;2;9;4; ;1;30410102;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;600;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;3;0;1;1;3;3;3;3;4;2;1;2;1;1712;379,902756741994;5; ;866,666666666667;0;0;9; ; ; ; ; ;170155038802;17015503880202203;170155038802022031;17015503880202203101;202206
1;170155;038802;022;03;1;02;2;53;2;1;5;1;2; ; ; ;2;9;5; ;1;30410302;6;1; ;2;1; ; ; ; ; ;40; ;1;4; ; ;4; ; ; ; ; ; ; ; ; ; ;6311;1330;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;25;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1800;200;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;5;0;0;9;2;1;0;0;0;0;5;9;1;1712;379,902756741994;5;2000;866,666666666667;0;0;1;1; ;1;1;10;170155038802;17015503880202203;170155038802022031;17015503880202203102;202206
1;170155;038802;022;03;1;03;2;16;3;1;5;6;1;1;3;1; ;5;10;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;7;7;7;5;3;4;7;5;6;7;6;4;8;7;1;1712;379,902756741994;3; ;866,666666666667;0;0;9; ; ; ; ; ;170155038802;17015503880202203;170155038802022031;17015503880202203103;202206
1;170155;038802;022;04;1;01;2;46;1;4;10;6;2; ; ; ;2;9;4; ;1;30110101;6;2;100457;1;1; ; ; ; ; ;40; ;1;4; ; ;4; ; ; ; ; ; ; ; ; ; ;8423;4120;1; ; ; ;1;2;2;2;1;2;1;2;2;2;1;1;15;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;900;100;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;7;7;7;5;7;4;4;6;7;4;7;7;7;7;1;1712;379,902756741994;5;1000;466,666666666667;0;0;1;1; ;1;4;15;170155038802;17015503880202204;170155038802022041;17015503880202204101;202206
1;170155;038802;022;04;1;02;2;15;3;4;10;6;1;1;3;4; ;5;10;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1712;379,902756741994;3; ;466,666666666667;0;0;9; ; ; ; ; ;170155038802;17015503880202204;170155038802022041;17015503880202204102;202206
1;170155;038802;022;04;1;03;2;69;6;1;10;6;2; ; ; ;1;4;6;1; ; ;6;2;100457;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;400;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;7;7;7;6;6;7;7;7;7;6;7;7;7;7;1;1712;379,902756741994;3; ;466,666666666667;0;0;9; ; ; ; ; ;170155038802;17015503880202204;170155038802022041;17015503880202204103;202206
1;170155;038802;022;05;1;01;1;50;1;1;10;1;2; ; ; ;5;9;1; ;2; ;1;2;220250;1;1; ; ; ; ; ;40; ;1;4; ; ;4; ; ; ; ; ; ; ; ; ; ;610;8113;2; ; ; ;2;1;1;1;1;1;1;2;2;2;1;1;15;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;720;80;1;280; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;1;1712;379,902756741994;5;1080;360;0;0;1;1; ;1;8;2;170155038802;17015503880202205;170155038802022051;17015503880202205101;202206
1;170155;038802;022;05;1;02;2;40;2;10;10;1;2; ; ; ;3;8;3; ;1;20310302;6;3;604;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;7;5;7;2;2;4;6;4;3;5;2;5;0;2;1;1712;379,902756741994;5; ;360;0;0;9; ; ; ; ; ;170155038802;17015503880202205;170155038802022051;17015503880202205102;202206
1;170155;038802;022;05;1;03;1;13;3;1;10;6;1;1;3;1; ;5;8;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1712;379,902756741994;3; ;360;0;0;0; ; ; ; ; ;170155038802;17015503880202205;170155038802022051;17015503880202205103;202206
1;170155;038802;022;06;1;01;2;74;1;1;10;3;2; ; ; ;1;4;5;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;220;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;4;8;7;5;5;7;5;3;3;4;2;3;7;7;1;1712;379,902756741994;3; ;663,333333333333;0;0;9; ; ; ; ; ;170155038802;17015503880202206;170155038802022061;17015503880202206101;202206
1;170155;038802;022;06;1;02;2;52;3;1;10;3;2; ; ; ;2;9;4; ;1;30110301;6;1; ;1;1; ; ; ; ; ;40; ;1;4; ; ;4; ; ; ; ; ; ; ; ; ; ;8510;2342;1; ; ; ;1;2;2;2;1;2;1;2;2;1;1;1;26;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;950;120;1;100; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5;7;7;6;3;2;3;6;6;5;5;5;5;5;1;1712;379,902756741994;5;1170;663,333333333333;0;0;1;1; ;1;2;16;170155038802;17015503880202206;170155038802022061;17015503880202206102;202206
