area;ciudad;conglomerado;panelm;vivienda;hogar;p01;p02;p03;p04;p05a;p05b;p06;p07;p08;p081;p085;p09;p10a;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p232;p233;p24;p25;p26;p27;p28;p29;p29a;p30;p31;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p421;p422;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p61b1;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;rsp1;sp01;sp02a;sp02b;sp02c;sp02d;sp02e;sp02f;sp02g;sp02h;sp02i;sp02j;sp02k;sp02l;af101;af102h;af102m;af201cod;af201d;af201h;af201m;af202cod;af202d;af202h;af202m;af203cod;af203d;af203h;af203m;af204h;af204m;ced01a;estrato;fexp;nnivins;ingrl;ingpc;pobreza;epobreza;condact;empleo;desempleo;secemp;grupo1;rama1;upm;id_vivienda;id_hogar;id_persona;periodo
2;100452;900101;021;01;1;04;2;10;3;10;10; ;1;1;1;4; ;5;5;1; ; ;1;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;3;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1022;293,750602724727;3; ;60;1;0;0; ; ; ; ; ;100452900101;10045290010102101;100452900101021011;10045290010102101104;202212
2;100452;900101;021;01;1;05;2;62;9;10;10;6;2; ; ; ;11;1; ;2; ; ;1;1; ;1;1; ; ; ; ; ;10;1; ;4; ; ;3; ; ; ; ; ; ; ; ; ; ;149;6320;6;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ;50;9;1;1;3;2;1;10; ; ; ; ; ; ; ; ; ; ; ;5;0;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;3;1;0;1;5;1;0;5;0;1;1022;293,750602724727;1;0;60;1;0;4;1; ;2;6;1;100452900101;10045290010102101;100452900101021011;10045290010102101105;202212
2;100452;900101;021;02;1;01;2;68;1;10;10;4;2; ; ; ;1;1; ;2; ; ;1;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;100;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7;5;5;5;4;3;6;5;5;6;5;6;1; ; ; ;2; ; ; ;1;5;1;30;1;5;1;0;2;30;1;1022;293,750602724727;1; ;100;0;0;9; ; ; ; ; ;100452900101;10045290010102102;100452900101021021;10045290010102102101;202212
2;100452;900101;021;03;1;01;2;76;1;10;10;4;2; ; ; ;1;1; ;2; ; ;1;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1022;293,750602724727;1; ;170;0;0;9; ; ; ; ; ;100452900101;10045290010102103;100452900101021031;10045290010102103101;202212
2;100452;900101;021;03;1;02;2;35;3;1;10;4;2; ; ; ;11;4;5;1; ; ;1;1; ;3;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;119;6113;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;6;11;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;385;40;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;3;6;4;2;0;5;7;5;3;6;5;1; ; ; ;2; ; ; ;1;5;2;0;1;5;2;0;5;0;1;1022;293,750602724727;3;425;170;0;0;1;1; ;1;6;1;100452900101;10045290010102103;100452900101021031;10045290010102103102;202212
2;100452;900101;021;03;1;03;2;33;3;1;10;6;2; ; ; ;11;4;6;1; ; ;1;1; ;3;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;119;6113;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;12;11;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;385;40;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;5;2;0;1;5;3;0;3;0;1;1022;293,750602724727;3;425;170;0;0;1;1; ;1;6;1;100452900101;10045290010102103;100452900101021031;10045290010102103103;202212
2;100452;900101;021;03;1;04;1;15;3;1;10;6;1;2;1;4; ;5;10;1; ; ;1;3;170;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;5;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1022;293,750602724727;3; ;170;0;0;9; ; ; ; ; ;100452900101;10045290010102103;100452900101021031;10045290010102103104;202212
2;100452;900101;021;03;1;05;1;8;3;1;10; ;1;1;1;4; ;5;3;1; ; ;1;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1022;293,750602724727;3; ;170;0;0;0; ; ; ; ; ;100452900101;10045290010102103;100452900101021031;10045290010102103105;202212
2;100452;900101;021;04;1;01;1;30;1;10;10;1;2; ; ; ;11;6;6; ; ; ;1;1; ;2;1; ; ; ; ; ;15;1; ;2;1;35; ;1;4; ; ; ; ; ; ; ; ;3290;9329;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;9;1;2;3;2;1;15; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;50;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;4;4;6;6;0;5;6;6;4;4;5;0; ; ; ;2; ; ; ;1;5;1;0;1;5;2;0;5;0;1;1022;293,750602724727;4; ;38,75;1;1;2;1; ;2;9;3;100452900101;10045290010102104;100452900101021041;10045290010102104101;202212
2;100452;900101;021;04;1;02;2;30;2;10;10;1;2; ; ; ;11;4;6;1; ; ;1;1; ;2;1; ; ; ; ; ;20;1; ;2;1;20; ;1;4; ; ; ; ; ; ; ; ;3290;7319;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;9;1;2;3;2;1;20; ; ; ; ; ; ; ; ; ; ; ;5;100;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;5;3;0;1;5;1;0;5;0;1;1022;293,750602724727;3;100;38,75;1;1;2;1; ;2;7;3;100452900101;10045290010102104;100452900101021041;10045290010102104102;202212
2;100452;900101;021;04;1;03;2;9;3;10;10; ;1;1;1;4; ;5;4;1; ; ;1;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;3;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;5;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1022;293,750602724727;3; ;38,75;1;1;0; ; ; ; ; ;100452900101;10045290010102104;100452900101021041;10045290010102104103;202212
2;100452;900101;021;04;1;04;1;5;3;10;10; ;1;1;1;4; ;5;0;2; ; ;1;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1022;293,750602724727;3; ;38,75;1;1;0; ; ; ; ; ;100452900101;10045290010102104;100452900101021041;10045290010102104104;202212
2;100452;900101;021;05;1;01;2;42;1;10;10;6;2; ; ; ;3;4;2;2; ; ;1;2;100450;1;1; ; ; ; ; ;26;1; ;1;1;20; ;7; ; ; ; ; ; ; ; ; ;111;6111;4; ; ; ;6;2;2;2;2;2;2;2;2;2;2;2;2;11;1;3;3;2;2;16;10;0;146;6320;6;2;9;1;2;3;2;5; ; ; ; ;80;0;2; ;0;1;15;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;0;40;1;2;1;0;1;5;0;20;2;0;1;1022;293,750602724727;3;95;25,25;1;1;2;1; ;2;6;1;100452900101;10045290010102105;100452900101021051;10045290010102105101;202212
2;100452;900101;021;05;1;02;2;17;3;10;10;6;1;1;1;4; ;7;2; ; ; ;1;2;100450;1;1; ; ; ; ; ;10;1; ;4; ; ;2; ; ; ; ; ; ; ; ; ; ;146;9212;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;9;1;2;3;2;1;10; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7;7;4;9;5;5;9;8;9;7;10;5;8;0;8;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1022;293,750602724727;4; ;25,25;1;1;5;1; ;2;9;1;100452900101;10045290010102105;100452900101021051;10045290010102105102;202212
2;100452;900101;021;05;1;03;1;9;3;10;10; ;1;1;1;4; ;5;4;1; ; ;1;2;170150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;7;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1022;293,750602724727;3; ;25,25;1;1;0; ; ; ; ; ;100452900101;10045290010102105;100452900101021051;10045290010102105103;202212
2;100452;900101;021;05;1;04;1;7;3;10;10; ;1;1;4;4; ;5;2;1; ; ;1;2;100150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;7;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1022;293,750602724727;3; ;25,25;1;1;0; ; ; ; ; ;100452900101;10045290010102105;100452900101021051;10045290010102105104;202212
2;100452;900101;021;06;1;01;1;50;1;10;10;1;2; ; ; ;3;4;2;1; ; ;1;1; ;1;1; ; ; ; ; ;32;1; ;1;1;10; ;7; ; ; ; ; ; ; ; ; ;4799;9520;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;30;3;1;1;3;2;1;32; ; ; ; ; ; ; ; ; ; ; ;5;1000;2; ;300; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;5;0;1;2;2;0;1;7;7;0;2;30;1;1022;293,750602724727;3;700;315;0;0;2;1; ;2;9;7;100452900101;10045290010102106;100452900101021061;10045290010102106101;202212
2;100452;900101;021;06;1;02;2;54;2;10;10;1;2; ; ; ;11;1; ;2; ; ;1;1; ;1;1; ; ; ; ; ;60; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4711;5221;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;7;9;1;1;3;2;1;60; ; ; ; ; ; ; ; ; ; ; ;5;600;1;50;150; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;5;1;30;1;7;1;0;2;30;1;1022;293,750602724727;1;500;315;0;0;1;1; ;2;5;7;100452900101;10045290010102106;100452900101021061;10045290010102106102;202212
2;100452;900101;021;06;1;03;1;24;3;10;10;6;1;2;1;4; ;9;2; ;2; ;1;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;5;0;30;1;5;1;0;4;0;1;1022;293,750602724727;5; ;315;0;0;9; ; ; ; ; ;100452900101;10045290010102106;100452900101021061;10045290010102106103;202212
2;100452;900101;021;06;1;04;2;17;3;10;10;6;1;1;1;4; ;7;2; ; ; ;1;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;5;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;4;6;5;5;4;3;6;5;6;6;6;4;1;2;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1022;293,750602724727;4; ;315;0;0;9; ; ; ; ; ;100452900101;10045290010102106;100452900101021061;10045290010102106104;202212
2;100452;900101;021;07;1;01;1;51;1;10;10;1;2; ; ; ;5;4;6;1; ; ;1;1; ;1;1; ; ; ; ; ;25;1; ;1;1;15; ;7; ; ; ; ; ; ; ; ; ;1410;7318;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;15;9;1;2;3;1;1;25; ; ; ; ; ; ; ; ; ; ; ;5;1000;2; ;650; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;3;1;0;1;7;0;40;2;0;1;1022;293,750602724727;3;350;102,625;0;0;2;1; ;1;7;3;100452900101;10045290010102107;100452900101021071;10045290010102107101;202212
2;100452;900101;021;07;1;02;2;49;2;10;10;1;2; ; ; ;5;4;6;1; ; ;1;1; ;2;1; ; ; ; ; ;15;1; ;4; ; ;7; ; ; ; ; ; ; ; ; ; ;1410;9329;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;9;1;2;3;1;1;15; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;3;0;30;1;7;0;15;2;0;1;1022;293,750602724727;3; ;102,625;0;0;5;1; ;1;9;3;100452900101;10045290010102107;100452900101021071;10045290010102107102;202212
2;100452;900101;021;07;1;03;1;28;3;10;10;6;1;1;1;1; ;9;3; ;2; ;1;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7;7;8;8;8;8;8;8;8;7;7;8;8; ; ; ;2; ; ; ;1;3;2;0;1;5;0;20;2;0;1;1022;293,750602724727;5; ;102,625;0;0;9; ; ; ; ; ;100452900101;10045290010102107;100452900101021071;10045290010102107103;202212
2;100452;900101;021;07;1;04;1;27;3;10;10;6;2; ; ; ;11;4;6;1; ; ;1;1; ;4;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4100;9313;4; ; ; ;6;2;2;2;2;2;2;2;2;2;2;2;0;2;1;5;4;3;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;200;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;5;0;1;2;2;0;1;5;0;10;1;0;1;1022;293,750602724727;3;200;102,625;0;0;4;1; ;4;9;6;100452900101;10045290010102107;100452900101021071;10045290010102107104;202212
2;100452;900101;021;07;1;05;1;23;3;10;10;6;1;6;3;1; ;8;1; ;2; ;1;1; ;5;1; ; ; ; ; ;20;1; ;4; ; ;2; ; ; ; ; ; ; ; ; ; ;1394;7318;2; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;3;1;1;20; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;250;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;2;2;0;1;5;0;30;2;0;1;1022;293,750602724727;5;250;102,625;0;0;4;1; ;1;7;3;100452900101;10045290010102107;100452900101021071;10045290010102107105;202212
2;100452;900101;021;07;1;06;1;19;3;10;10;6;1;1;1;4; ;7;2; ; ; ;1;1; ;6;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;7;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;3;1;0;1;5;0;20;3;0;1;1022;293,750602724727;4; ;102,625;0;0;9; ; ; ; ; ;100452900101;10045290010102107;100452900101021071;10045290010102107106;202212
2;100452;900101;021;07;1;07;1;18;3;10;10;6;1;1;1;4; ;7;2; ; ; ;1;1; ;7;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;7;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;4;1;0;1;5;0;20;3;0;1;1022;293,750602724727;4; ;102,625;0;0;9; ; ; ; ; ;100452900101;10045290010102107;100452900101021071;10045290010102107107;202212
2;100452;900101;021;07;1;08;1;15;3;10;10;6;1;1;1;4; ;5;10;1; ; ;1;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;7;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1022;293,750602724727;3; ;102,625;0;0;9; ; ; ; ; ;100452900101;10045290010102107;100452900101021071;10045290010102107108;202212
2;100452;900402;027;01;1;01;1;61;1;10;10;1;2; ; ; ;11;1; ;2; ; ;1;1; ;1;1; ; ; ; ; ;20;1; ;2;2; ;3; ; ; ; ; ; ; ; ; ; ;111;6111;4; ; ; ;6;2;2;2;2;2;2;2;2;2;2;2;50;11;1;4;3;2;1;20; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;100;0;2; ; ; ; ;2; ;2; ;1;50;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;3;2;0;1;2;2;0;3;0;1;1022;611,137987159783;1;100;102,5;0;0;4;1; ;2;6;1;100452900402;10045290040202701;100452900402027011;10045290040202701101;202212
2;100452;900402;027;01;1;02;2;64;2;10;10;1;2; ; ; ;1;1; ;2; ; ;1;1; ;2;1; ; ; ; ; ;21;1; ;4; ; ;3; ; ; ; ; ; ; ; ; ; ;149;6320;6;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;9;1;1;3;2;1;21; ; ; ; ; ; ; ; ; ; ; ;5;0;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;99;3;99;5;99;4;99;8;6;4;3;2; ; ; ;2; ; ; ;1;3;0;30;1;7;1;0;5;0;1;1022;611,137987159783;1;0;102,5;0;0;4;1; ;2;6;1;100452900402;10045290040202701;100452900402027011;10045290040202701102;202212
2;100452;900402;027;02;1;01;2;26;1;10;10;2;2; ; ; ;15;6;6; ; ; ;6;1; ;1;1; ; ; ; ; ;9;2; ;3;1;40; ;7; ; ; ; ; ; ; ; ; ;113;6111;4; ; ; ;6;1;2;2;2;2;2;2;2;2;2;2;10;11;1;5;3;2;1;9; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;35;0;1;15; ; ; ;2; ;2; ;2; ;2; ;1;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;4;6;7;6;2;4;5;6;6;6;6;2; ; ; ;1;1;1;30;1;2;1;30;1;7;0;30;2;30;1;1022;611,137987159783;4;50;52,5;1;0;2;1; ;2;6;1;100452900402;10045290040202702;100452900402027021;10045290040202702101;202212
2;100452;900402;027;02;1;02;1;5;3;10;10; ;1;1;1;4; ;5;0;2; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1022;611,137987159783;3; ;52,5;1;0;0; ; ; ; ; ;100452900402;10045290040202702;100452900402027021;10045290040202702102;202212
2;100452;900402;027;03;1;01;1;35;1;10;10;1;2; ; ; ;5;4;6;1; ; ;1;1; ;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4100;7112;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;15;2;1;1;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5;150;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;4;0;1;2;1;30;1;5;0;20;2;0;1;1022;611,137987159783;3;150;44,2;1;1;4;1; ;2;7;6;100452900402;10045290040202703;100452900402027031;10045290040202703101;202212
2;100452;900402;027;03;1;02;2;31;2;10;10;1;2; ; ; ;8;4;6;1; ; ;1;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;8;9;8;6;6;7;7;9;8;8;5;8; ; ; ;2; ; ; ;1;7;0;40;1;3;1;0;3;0;1;1022;611,137987159783;3; ;44,2;1;1;9; ; ; ; ; ;100452900402;10045290040202703;100452900402027031;10045290040202703102;202212
2;100452;900402;027;03;1;03;2;15;3;10;10;6;1;2;1;4; ;5;10;1; ; ;1;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;7;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1022;611,137987159783;3; ;44,2;1;1;9; ; ; ; ; ;100452900402;10045290040202703;100452900402027031;10045290040202703103;202212
