area;ciudad;conglomerado;panelm;vivienda;hogar;p01;p02;p03;p04;p05a;p05b;p06;p07;p08;p081;p085;p09;p10a;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p232;p233;p24;p25;p26;p27;p28;p29;p29a;p30;p31;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p421;p422;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p61b1;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;rsp1;sp01;sp02a;sp02b;sp02c;sp02d;sp02e;sp02f;sp02g;sp02h;sp02i;sp02j;sp02k;sp02l;af101;af102h;af102m;af201cod;af201d;af201h;af201m;af202cod;af202d;af202h;af202m;af203cod;af203d;af203h;af203m;af204h;af204m;ced01a;estrato;fexp;nnivins;ingrl;ingpc;pobreza;epobreza;condact;empleo;desempleo;secemp;grupo1;rama1;upm;id_vivienda;id_hogar;id_persona;periodo
1;10150;002803;023;03;1;01;1;64;1;1;10;1;2; ; ; ;2;9;4; ;1;30230101;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;1;800;1;300;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;1;7;1;0;4;0;1;2711;75,145371701645;5; ;550;0;0;9; ; ; ; ; ;010150002803;01015000280302303;010150002803023031;01015000280302303101;202212
1;10150;002803;023;03;1;02;2;57;2;2;10;1;2; ; ; ;11;6;6; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;4;4;7;3;2;5;1;2;5;3;0;4; ; ; ;2; ; ; ;2; ; ; ;1;6;1;0;4;30;1;2711;75,145371701645;4; ;550;0;0;9; ; ; ; ; ;010150002803;01015000280302303;010150002803023031;01015000280302303102;202212
1;10150;002803;023;04;1;01;1;80;1;1;10;1;2; ; ; ;1;9;4; ;2; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;338;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;7;6;8;4;0;99;5;99;5;0;0;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2711;75,145371701645;5; ;954;0;0;9; ; ; ; ; ;010150002803;01015000280302304;010150002803023041;01015000280302304101;202212
1;10150;002803;023;04;1;02;2;81;2;1;10;1;2; ; ; ;1;10;2; ;1;50110104;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;1;800;1;374;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2711;75,145371701645;5; ;954;0;0;9; ; ; ; ; ;010150002803;01015000280302304;010150002803023041;01015000280302304102;202212
1;10150;002803;023;04;1;03;1;41;3;1;10;3;2; ; ; ;2;10;2; ;1;50610201;6;1; ;2;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8411;2152;1; ; ; ;1;2;2;2;1;2;1;2;2;2;1;1;7;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1200;150;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;1;5;1;0;8;30;1;2711;75,145371701645;5;1350;954;0;0;1;1; ;1;2;15;010150002803;01015000280302304;010150002803023041;01015000280302304103;202212
1;10150;002803;023;05;1;01;2;72;1;1;10;3;2; ; ; ;11;9;2; ;2; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;1;600;1;700;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;8;8;8;6;8;2;5;7;7;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2711;75,145371701645;5; ;1300;0;0;9; ; ; ; ; ;010150002803;01015000280302305;010150002803023051;01015000280302305101;202212
1;10150;002803;023;06;1;01;1;86;1;1;10;1;2; ; ; ;2;9;6; ;1;50330101;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;1;1000;1;600;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2711;75,145371701645;5; ;1070;0;0;9; ; ; ; ; ;010150002803;01015000280302306;010150002803023061;01015000280302306101;202212
1;10150;002803;023;06;1;02;2;76;2;1;10;1;2; ; ; ;1;6;6; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;1;300;1;240;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;7;7;8;99;0;5;4;99;4;4;2;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2711;75,145371701645;4; ;1070;0;0;9; ; ; ; ; ;010150002803;01015000280302306;010150002803023061;01015000280302306102;202212
1;10150;002803;023;07;1;01;1;52;1;10;10;1;2; ; ; ;11;9;2; ;2; ;6;2;240156;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;5;52; ; ; ;1;1;52;3100;7233;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2;2;2;1;2;2;2;2;2;2;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;1;7;1;30;2;0;1;2711;75,145371701645;5; ;490;0;0;7; ;1; ; ; ;010150002803;01015000280302307;010150002803023071;01015000280302307101;202212
1;10150;002803;023;07;1;02;2;52;2;1;6;1;2; ; ; ;2;9;5; ;1;30410302;6;2;70150;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;6419;3312;2; ; ; ;2;2;2;2;1;1;1;1;2;1;1;1;15;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1000;350;1;100; ; ; ;2; ;2; ;1;1000;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;1;7;0;30;7;0;1;2711;75,145371701645;5;1450;490;0;0;1;1; ;1;3;11;010150002803;01015000280302307;010150002803023071;01015000280302307102;202212
1;10150;002803;023;07;1;03;2;24;3;10;10;6;1;5;3;1; ;9;4; ;2; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;7;7;9;5;5;6;6;6;5;7;2;2; ; ; ;2; ; ; ;2; ; ; ;2; ; ; ;4;30;1;2711;75,145371701645;5; ;490;0;0;9; ; ; ; ; ;010150002803;01015000280302307;010150002803023071;01015000280302307103;202212
1;10150;002803;023;07;1;04;1;23;3;10;10;6;1;3;3;2; ;9;5; ;2; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;1;7;1;0;5;0;1;2711;75,145371701645;5; ;490;0;0;9; ; ; ; ; ;010150002803;01015000280302307;010150002803023071;01015000280302307104;202212
1;10150;002803;023;07;1;05;2;14;3;1;10;6;1;1;3;2; ;5;9;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2711;75,145371701645;3; ;490;0;0;0; ; ; ; ; ;010150002803;01015000280302307;010150002803023071;01015000280302307105;202212
1;10150;003302;027;01;1;01;2;95;1;1;10;4;2; ; ; ;1;6;6; ; ; ;6;2;10550;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;650;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2711;128,23130908247;4; ;600;0;0;9; ; ; ; ; ;010150003302;01015000330202701;010150003302027011;01015000330202701101;202212
1;10150;003302;027;01;1;02;2;53;3;1;10;1;2; ; ; ;2;10;1; ;1;40720101;6;1; ;2;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;1030;2141;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;6;6;1;1;2;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1;800;2; ;250; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7;7;7;7;4;4;7;99;6;5;9;4;6; ; ; ;2; ; ; ;2; ; ; ;1;6;1;0;3;0;1;2711;128,23130908247;5;550;600;0;0;1;1; ;1;2;3;010150003302;01015000330202701;010150003302027011;01015000330202701102;202212
1;10150;003302;027;02;1;01;1;36;1;1;10;6;2; ; ; ;5;4;6;1; ; ;6;2;90450;1;1; ; ; ; ; ;45; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;142;5164;2; ; ; ;2;2;1;2;1;2;1;2;2;2;1;1;5;1;1;3;3;2;1;45; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;425;45;1;250; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;6;6;8;6;5;8;3;4;3;6;3;6; ; ; ;1;5;0;40;1;5;1;0;1;5;0;30;2;0;1;2711;128,23130908247;3;720;720;0;0;1;1; ;2;5;1;010150003302;01015000330202702;010150003302027021;01015000330202702101;202212
1;10150;003302;027;03;1;01;1;38;1;1;10;6;2; ; ; ;5;4;6;1; ; ;6;2;90450;1;1; ; ; ; ; ;48; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;142;5164;2; ; ; ;2;2;1;2;1;2;1;2;2;2;1;1;3;1;1;3;4;2;1;48; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;425;45;1;250; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;7;6;5;4;4;8;4;6;5;9;3;6; ; ; ;1;2;1;30;1;3;2;0;1;6;1;40;3;0;1;2711;128,23130908247;3;720;720;0;0;1;1; ;2;5;1;010150003302;01015000330202703;010150003302027031;01015000330202703101;202212
1;10150;003302;027;04;1;01;2;33;1;10;10;3;2; ; ; ;8;4;6;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;280;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;5;2;99;0;0;8;99;7;5;7;0;3; ; ; ;2; ; ; ;2; ; ; ;1;1;1;0;5;0;1;2711;128,23130908247;3; ;83;1;0;9; ; ; ; ; ;010150003302;01015000330202704;010150003302027041;01015000330202704101;202212
1;10150;003302;027;04;1;02;2;16;3;1;10;6;1;2;1;4; ;5;10;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;120;1;6;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;3;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2711;128,23130908247;3; ;83;1;0;9; ; ; ; ; ;010150003302;01015000330202704;010150003302027041;01015000330202704102;202212
1;10150;003302;027;04;1;03;1;13;3;1;10;6;1;2;1;4; ;5;9;1; ; ;6;2;70150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;6;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;6;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2711;128,23130908247;3; ;83;1;0;0; ; ; ; ; ;010150003302;01015000330202704;010150003302027041;01015000330202704103;202212
1;10150;003302;027;04;1;04;2;9;3;1;10; ;1;2;1;4; ;5;4;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;3;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;6;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2711;128,23130908247;3; ;83;1;0;0; ; ; ; ; ;010150003302;01015000330202704;010150003302027041;01015000330202704104;202212
1;10150;003302;027;04;1;05;2;1;5;10;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2711;128,23130908247; ; ;83;1;0;0; ; ; ; ; ;010150003302;01015000330202704;010150003302027041;01015000330202704105;202212
1;10150;003302;027;05;1;01;1;43;1;10;10;1;2; ; ; ;5;4;1;2; ; ;6;2;10956;1;1; ; ; ; ; ;48; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4100;7112;4; ; ; ;6;2;2;2;2;2;2;2;2;2;2;2;23;2;1;4;3;2;1;48; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;720;0;2; ; ; ; ;2; ;2; ;1;250;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;8;0;99;5;99;9;6;99;8;10;5;8; ; ; ;1;5;1;0;1;2;2;0;1;6;2;0;2;0;1;2711;128,23130908247;3;720;408,333333333333;0;0;1;1; ;2;7;6;010150003302;01015000330202705;010150003302027051;01015000330202705101;202212
1;10150;003302;027;05;1;02;2;43;2;10;10;1;2; ; ; ;5;4;6;1; ; ;6;1; ;2;1; ; ; ; ; ;20;1; ;2;1;20; ;3;1; ; ; ; ; ; ; ; ;9700;9111;10; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1;8;1;1; ; ;1;20; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;200;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;5;1;0;1;6;0;40;4;0;1;2711;128,23130908247;3;200;408,333333333333;0;0;2;1; ;3;9;20;010150003302;01015000330202705;010150003302027051;01015000330202705102;202212
1;10150;003302;027;05;1;03;1;23;3;10;10;6;2; ; ; ;17;7;3; ; ; ;6;1; ;3;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4100;9313;4; ; ; ;6;2;2;2;2;2;2;2;2;2;2;2;5;2;1;4;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;440;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;2;0;1;5;1;30;1;2;1;0;2;0;1;2711;128,23130908247;4;440;408,333333333333;0;0;1;1; ;2;9;6;010150003302;01015000330202705;010150003302027051;01015000330202705103;202212
1;10150;003302;027;05;1;04;1;21;3;10;10;6;2; ; ; ;5;7;3; ; ; ;6;1; ;4;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4100;9313;4; ; ; ;6;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;440;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;1;0;1;5;1;30;1;5;0;30;2;30;1;2711;128,23130908247;4;440;408,333333333333;0;0;1;1; ;2;9;6;010150003302;01015000330202705;010150003302027051;01015000330202705104;202212
1;10150;003302;027;05;1;05;1;20;3;10;10;6;2; ; ; ;3;7;3; ; ; ;6;1; ;5;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4100;9313;4; ; ; ;6;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;400;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;1;0;1;5;1;50;1;5;0;20;3;0;1;2711;128,23130908247;4;400;408,333333333333;0;0;4;1; ;2;9;6;010150003302;01015000330202705;010150003302027051;01015000330202705105;202212
1;10150;003302;027;05;1;06;2;17;9;10;10;6;1;2;1;4; ;7;2; ; ; ;6;2;10556;6;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;3;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2711;128,23130908247;4; ;408,333333333333;0;0;9; ; ; ; ; ;010150003302;01015000330202705;010150003302027051;01015000330202705106;202212
1;10150;003302;027;06;1;01;1;55;1;2;10;1;2; ; ; ;7;9;2; ;2; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;279;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7;7;9;6;5;8;3;2;6;5;8;0;1; ; ; ;2; ; ; ;2; ; ; ;1;5;0;30;5;0;1;2711;128,23130908247;5; ;400,666666666667;0;0;9; ; ; ; ; ;010150003302;01015000330202706;010150003302027061;01015000330202706101;202212
1;10150;003302;027;06;1;02;2;52;2;1;10;1;2; ; ; ;5;9;2; ;2; ;6;1; ;1;1; ; ; ; ; ;50; ;1;4; ; ;1; ; ; ; ; ; ; ; ; ; ;2220;3343;2; ; ; ;2;2;2;2;1;1;1;2;2;2;1;1;1;1;1;38;1;1;1;50; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;490;45;1;28; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;1;2;2;0;6;0;1;2711;128,23130908247;5;563;400,666666666667;0;0;1;1; ;1;3;3;010150003302;01015000330202706;010150003302027061;01015000330202706102;202212
1;10150;003302;027;06;1;03;2;14;3;1;10;6;1;1;3;4; ;5;9;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;360;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2711;128,23130908247;3; ;400,666666666667;0;0;0; ; ; ; ; ;010150003302;01015000330202706;010150003302027061;01015000330202706103;202212
1;10150;003302;027;07;1;01;2;70;1;1;10;4;2; ; ; ;2;9;5; ;1;30110407;6;1; ;1;2;8; ; ; ; ;10;1; ;4; ; ;3; ; ; ; ; ; ; ; ; ; ;113;6310;6;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ;1;10;1;1;3;2;1;10; ; ; ; ; ; ; ; ; ; ; ;5;0;1;25;10; ; ; ; ; ; ; ;1;200;1;400;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;99;99;99;7;5;99;99;99;6;8;0;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2711;128,23130908247;5;15;615;0;0;4;1; ;2;6;1;010150003302;01015000330202707;010150003302027071;01015000330202707101;202212
1;10150;003501;023;01;1;01;2;61;1;1;10;3;2; ; ; ;11;9;3; ;2; ;6;1; ;1;1; ; ; ; ; ;30;1; ;4; ; ;5; ; ; ; ; ; ; ; ; ; ;5610;5120;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;5;6;1;1;3;1;1;30; ; ; ; ; ; ; ; ; ; ; ;1;300;1;10;200; ; ; ; ; ; ; ;2; ;2; ;1;300;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;4;0;2;2;5;2;5;2;5;0;0;2; ; ; ;2; ; ; ;1;3;2;0;1;7;0;40;2;0;1;2712;96,3626114182941;5;110;410;0;0;4;1; ;1;5;9;010150003501;01015000350102301;010150003501023011;01015000350102301101;202212
1;10150;003501;023;02;1;01;2;54;1;1;10;6;2; ; ; ;11;6;6; ; ; ;6;1; ;2;1; ; ; ; ; ;45; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;6910;4120;2; ; ; ;2;2;2;2;1;1;1;2;2;2;1;1;1;1;1;9;1;1;1;45; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;730;50;1;13; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7;5;5;8;2;2;6;5;8;3;3;1;1; ; ; ;2; ; ; ;1;5;1;0;1;5;0;30;10;0;1;2712;96,3626114182941;4;793;481,666666666667;0;0;1;1; ;1;4;13;010150003501;01015000350102302;010150003501023021;01015000350102302101;202212
1;10150;003501;023;02;1;02;1;27;3;1;10;6;1;1;3;4; ;9;4; ;2; ;6;1; ;2;1; ; ; ; ; ;30;1; ;4; ; ;2; ; ; ; ; ; ; ; ; ; ;4520;3343;2; ; ; ;3;2;2;2;1;2;1;2;2;1;1;1;4;1;1;12;1;1;1;30; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;312;30;1;10; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;0;1;2;0;30;1;6;1;0;5;0;1;2712;96,3626114182941;5;352;481,666666666667;0;0;4;1; ;1;3;7;010150003501;01015000350102302;010150003501023021;01015000350102302102;202212
